policy,episode_index,seed,episode_seed,level_id,map_file,level_pool_index,final_spt_t10,spt_by_turn,final_stars,final_city_count,final_avg_city_level,turn_first_uncaptured_village_visible,turn_second_city_captured,final_unit_count,organization_researched,turn_organization_researched,forestry_researched,turn_forestry_researched,techs_researched,fruit_harvested_t10,animals_harvested_t10,villages_captured_t10,fog_tiles_cleared_total,total_reward,custom_spt_return,truncated,step_count
oracle_org_only,246,288,288,phase1_12x12_pool_013.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_013.csv,13,7.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,4.0,3.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,56.0,30.479999999999986,7.0,True,28
ppo_latest,247,289,289,phase1_12x12_pool_015.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_015.csv,15,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,48.0,43.33999999999999,7.0,True,45
oracle_org_only,247,289,289,phase1_12x12_pool_016.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_016.csv,16,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,1.0,5.0,3.0,36.0,87.87999999999998,13.0,True,52
ppo_latest,248,290,290,phase1_12x12_pool_018.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_018.csv,18,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 11.0, 11.0, 13.0, 13.0]",5.0,4.0,2.25,2.0,4.0,9.0,0.0,-1.0,0.0,-1.0,0.0,6.0,4.0,3.0,65.0,93.19999999999995,13.0,True,64
oracle_org_only,248,290,290,phase1_12x12_pool_019.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_019.csv,19,4.0,"[null, null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,8
ppo_latest,249,291,291,phase1_12x12_pool_021.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_021.csv,21,15.0,"[null, null, 4.0, 4.0, 4.0, 8.0, 10.0, 12.0, 14.0, 15.0, 15.0]",5.0,4.0,2.75,2.0,5.0,4.0,0.0,-1.0,0.0,-1.0,0.0,7.0,3.0,3.0,50.0,92.99999999999999,15.0,True,62
oracle_org_only,249,291,291,phase1_12x12_pool_022.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_022.csv,22,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,1.0,48.0,33.83999999999999,7.0,True,32
ppo_latest,250,292,292,phase1_12x12_pool_024.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_024.csv,24,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,8.0,0.0,-1.0,0.0,-1.0,0.0,3.0,1.0,2.0,54.0,60.82,10.0,True,46
oracle_org_only,250,292,292,phase1_12x12_pool_025.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_025.csv,25,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,251,293,293,phase1_12x12_pool_027.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_027.csv,27,14.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 14.0, 14.0]",5.0,5.0,1.8,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,3.0,3.0,4.0,54.0,104.32000000000001,14.0,True,51
oracle_org_only,251,293,293,phase1_12x12_pool_028.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_028.csv,28,4.0,"[null, null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,True,8
ppo_latest,252,294,294,phase1_12x12_pool_030.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_030.csv,30,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,1.0,5.0,3.0,63.0,89.53999999999996,13.0,True,56
oracle_org_only,252,294,294,phase1_12x12_pool_031.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_031.csv,31,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,6.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,41.0,43.77999999999999,7.0,True,36
ppo_latest,253,295,295,phase1_12x12_pool_033.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_033.csv,33,13.0,"[null, null, 4.0, 4.0, 4.0, 5.0, 7.0, 7.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,3.0,3.0,3.0,50.0,91.99999999999999,13.0,True,53
oracle_org_only,253,295,295,phase1_12x12_pool_034.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_034.csv,34,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,4.0,2.0,3.0,41.0,91.77999999999999,13.0,True,57
ppo_latest,254,296,296,phase1_12x12_pool_036.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_036.csv,36,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,4.0,2.0,36.0,57.879999999999995,10.0,True,44
oracle_org_only,254,296,296,phase1_12x12_pool_037.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_037.csv,37,5.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0]",5.0,2.0,1.5,5.0,8.0,5.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,38.0,31.54,5.0,True,29
ppo_latest,255,297,297,phase1_12x12_pool_039.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_039.csv,39,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,5.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,1.0,45.0,40.599999999999994,7.0,True,36
oracle_org_only,255,297,297,phase1_12x12_pool_040.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_040.csv,40,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,3.0,3.0,3.0,42.0,87.86,13.0,True,47
ppo_latest,256,298,298,phase1_12x12_pool_042.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_042.csv,42,6.0,"[null, null, 4.0, 4.0, 4.0, 5.0, 5.0, 5.0, 6.0, 6.0, 6.0]",5.0,3.0,1.3333333333333333,2.0,5.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,2.0,47.0,43.25999999999999,6.0,True,44
oracle_org_only,256,298,298,phase1_12x12_pool_043.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_043.csv,43,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,9.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,58.0,80.63999999999999,10.0,True,53
ppo_latest,257,299,299,phase1_12x12_pool_045.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_045.csv,45,8.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 8.0, 8.0]",5.0,3.0,1.6666666666666667,4.0,7.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,2.0,40.0,50.699999999999996,8.0,True,39
oracle_org_only,257,299,299,phase1_12x12_pool_046.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_046.csv,46,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,9.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,48.0,71.33999999999999,10.0,True,50
ppo_latest,258,300,300,phase1_12x12_pool_048.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_048.csv,48,10.0,"[null, null, 4.0, 4.0, 4.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,57.0,58.55999999999999,10.0,True,48
oracle_org_only,258,300,300,phase1_12x12_pool_049.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_049.csv,49,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,39.0,57.62,10.0,True,36
ppo_latest,259,301,301,phase1_12x12_pool_051.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_051.csv,51,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,0.0,-1.0,0.0,-1.0,0.0,0.0,4.0,2.0,64.0,80.61999999999999,10.0,True,50
oracle_org_only,259,301,301,phase1_12x12_pool_052.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_052.csv,52,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,4.0,7.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,40.0,42.699999999999996,7.0,True,35
ppo_latest,260,302,302,phase1_12x12_pool_054.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_054.csv,54,10.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,8.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,56.0,64.97999999999999,10.0,True,50
oracle_org_only,260,302,302,phase1_12x12_pool_055.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_055.csv,55,8.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 8.0, 8.0, 8.0, 8.0]",5.0,3.0,1.6666666666666667,4.0,7.0,7.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,2.0,44.0,57.519999999999996,8.0,True,36
ppo_latest,261,303,303,phase1_12x12_pool_057.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_057.csv,57,11.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 9.0, 9.0, 9.0, 11.0, 11.0]",5.0,2.0,4.0,2.0,5.0,9.0,0.0,-1.0,0.0,-1.0,0.0,5.0,3.0,1.0,46.0,51.67999999999999,11.0,True,60
oracle_org_only,261,303,303,phase1_12x12_pool_058.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_058.csv,58,10.0,"[null, null, 4.0, 4.0, 4.0, 8.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,5.0,4.0,0.0,-1.0,0.0,-1.0,0.0,0.0,4.0,2.0,52.0,58.16,10.0,True,36
ppo_latest,262,304,304,phase1_12x12_pool_060.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_060.csv,60,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 8.0, 11.0, 13.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,9.0,0.0,-1.0,0.0,-1.0,0.0,2.0,4.0,3.0,54.0,92.81999999999996,13.0,True,60
oracle_org_only,262,304,304,phase1_12x12_pool_061.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_061.csv,61,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,6.0,0.0,3.0,41.0,88.27999999999999,13.0,True,53
ppo_latest,263,305,305,phase1_12x12_pool_063.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_063.csv,63,8.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 8.0, 8.0, 8.0]",5.0,3.0,1.6666666666666667,3.0,6.0,8.0,0.0,-1.0,0.0,-1.0,0.0,0.0,2.0,2.0,44.0,51.52,8.0,True,44
oracle_org_only,263,305,305,phase1_12x12_pool_064.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_064.csv,64,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,264,306,306,phase1_12x12_pool_066.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_066.csv,66,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,7.0,0.0,-1.0,0.0,-1.0,0.0,3.0,1.0,2.0,53.0,60.74,10.0,True,43
oracle_org_only,264,306,306,phase1_12x12_pool_067.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_067.csv,67,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,4.0,2.0,3.0,43.0,92.43999999999998,13.0,True,57
ppo_latest,265,307,307,phase1_12x12_pool_069.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_069.csv,69,13.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,3.0,6.0,5.0,0.0,-1.0,0.0,-1.0,0.0,1.0,5.0,3.0,59.0,88.21999999999998,13.0,True,44
oracle_org_only,265,307,307,phase1_12x12_pool_070.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_070.csv,70,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,49.0,72.42,10.0,True,48
ppo_latest,266,308,308,phase1_12x12_pool_072.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_072.csv,72,5.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 5.0]",5.0,2.0,1.5,7.0,10.0,4.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,1.0,20.0,21.6,5.0,True,35
oracle_org_only,266,308,308,phase1_12x12_pool_073.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_073.csv,73,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,3.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,44.0,32.019999999999996,7.0,True,29
ppo_latest,267,309,309,phase1_12x12_pool_075.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_075.csv,75,15.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 13.0, 15.0, 15.0]",5.0,5.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,4.0,4.0,4.0,52.0,108.15999999999998,15.0,True,59
oracle_org_only,267,309,309,phase1_12x12_pool_076.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_076.csv,76,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,5.0,1.0,2.0,0.0,-1.0,1.0,4.0,0.0,2.0,52.0,57.66,10.0,True,39
ppo_latest,268,310,310,phase1_12x12_pool_078.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_078.csv,78,11.0,"[null, null, 4.0, 4.0, 5.0, 5.0, 8.0, 11.0, 11.0, 11.0, 11.0]",5.0,3.0,2.3333333333333335,2.0,4.0,10.0,0.0,-1.0,0.0,-1.0,0.0,4.0,3.0,2.0,82.0,80.55999999999997,11.0,True,66
oracle_org_only,268,310,310,phase1_12x12_pool_079.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_079.csv,79,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,6.0,0.0,3.0,51.0,91.57999999999998,13.0,True,57
ppo_latest,269,311,311,phase1_12x12_pool_081.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_081.csv,81,7.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,71.0,52.67999999999999,7.0,True,45
oracle_org_only,269,311,311,phase1_12x12_pool_082.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_082.csv,82,7.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,4.0,6.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,1.0,46.0,41.679999999999986,7.0,True,35
ppo_latest,270,312,312,phase1_12x12_pool_084.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_084.csv,84,7.0,"[null, null, 4.0, 4.0, 4.0, 5.0, 5.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,1.0,46.0,31.67999999999999,7.0,True,46
oracle_org_only,270,312,312,phase1_12x12_pool_085.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_085.csv,85,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,271,313,313,phase1_12x12_pool_087.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_087.csv,87,8.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 6.0, 6.0, 6.0, 8.0, 8.0]",5.0,3.0,2.0,3.0,6.0,6.0,0.0,-1.0,0.0,-1.0,0.0,2.0,2.0,2.0,24.0,52.919999999999995,8.0,True,45
oracle_org_only,271,313,313,phase1_12x12_pool_088.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_088.csv,88,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 11.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,6.0,1.0,2.0,0.0,-1.0,1.0,3.0,3.0,3.0,62.0,86.95999999999997,13.0,True,51
ppo_latest,272,314,314,phase1_12x12_pool_090.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_090.csv,90,16.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 16.0, 16.0]",5.0,5.0,2.2,2.0,4.0,6.0,0.0,-1.0,0.0,-1.0,0.0,2.0,6.0,4.0,52.0,113.66,16.0,True,58
oracle_org_only,272,314,314,phase1_12x12_pool_091.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_091.csv,91,10.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,2.0,4.0,9.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,64.0,74.11999999999999,10.0,True,53
ppo_latest,273,315,315,phase1_12x12_pool_093.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_093.csv,93,16.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 11.0, 13.0, 16.0, 16.0, 16.0]",5.0,5.0,2.0,2.0,4.0,7.0,0.0,-1.0,0.0,-1.0,0.0,2.0,6.0,4.0,69.0,113.51999999999995,16.0,True,55
oracle_org_only,273,315,315,phase1_12x12_pool_094.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_094.csv,94,10.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 10.0]",5.0,3.0,2.0,3.0,6.0,4.0,1.0,2.0,0.0,-1.0,1.0,3.0,1.0,2.0,43.0,59.43999999999999,10.0,True,37
ppo_latest,274,316,316,phase1_12x12_pool_096.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_096.csv,96,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,59.0,42.719999999999985,7.0,True,42
oracle_org_only,274,316,316,phase1_12x12_pool_097.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_097.csv,97,4.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0]",5.0,1.0,2.0,-1.0,-1.0,1.0,1.0,2.0,0.0,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,True,9
ppo_latest,275,317,317,phase1_12x12_pool_099.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_099.csv,99,9.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 4.0, 9.0, 9.0]",5.0,4.0,1.5,6.0,9.0,3.0,0.0,-1.0,0.0,-1.0,0.0,2.0,0.0,3.0,54.0,62.82,9.0,True,32
oracle_org_only,275,317,317,phase1_12x12_pool_100.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_100.csv,100,13.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,4.0,8.0,1.0,2.0,0.0,-1.0,1.0,5.0,1.0,3.0,48.0,91.33999999999999,13.0,True,57
ppo_latest,276,318,318,phase1_12x12_pool_102.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_102.csv,102,14.0,"[null, null, 4.0, 4.0, 5.0, 8.0, 8.0, 11.0, 11.0, 14.0, 14.0]",5.0,4.0,2.25,2.0,5.0,8.0,0.0,-1.0,0.0,-1.0,0.0,5.0,4.0,3.0,64.0,104.61999999999998,14.0,True,62
oracle_org_only,276,318,318,phase1_12x12_pool_103.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_103.csv,103,8.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 8.0, 8.0, 8.0]",5.0,3.0,1.6666666666666667,2.0,5.0,8.0,1.0,2.0,0.0,-1.0,1.0,2.0,0.0,2.0,39.0,61.11999999999999,8.0,True,48
ppo_latest,277,319,319,phase1_12x12_pool_105.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_105.csv,105,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 10.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,7.0,0.0,-1.0,0.0,-1.0,0.0,6.0,0.0,3.0,57.0,87.55999999999997,13.0,True,52
oracle_org_only,277,319,319,phase1_12x12_pool_106.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_106.csv,106,13.0,"[null, null, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 10.0, 13.0, 13.0]",5.0,4.0,2.0,2.0,5.0,6.0,0.0,-1.0,0.0,-1.0,0.0,1.0,5.0,3.0,45.0,89.1,13.0,True,49
ppo_latest,278,320,320,phase1_12x12_pool_108.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_108.csv,108,12.0,"[null, null, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 11.0, 12.0, 12.0]",5.0,3.0,2.6666666666666665,2.0,4.0,8.0,0.0,-1.0,0.0,-1.0,0.0,6.0,4.0,2.0,70.0,71.59999999999995,12.0,True,61
oracle_org_only,278,320,320,phase1_12x12_pool_109.csv,C:\PolyVision\pol_env\Tribes\levels/phase1_pool\phase1_12x12_pool_109.csv,109,7.0,"[null, null, 4.0, 4.0, 4.0, 4.0, 7.0, 7.0, 7.0, 7.0, 7.0]",5.0,2.0,2.0,3.0,6.0,3.0,0.0,-1.0,0.0,-1.0,0.0,1.0,1.0,1.0,37.0,30.95999999999999,7.0,True,28
